id,source,title,content,category
4123,netflix_titles.csv,Master of None,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.
    
Genre: Comedy, Drama
Type: tv
Release Year: 2015
Director: Unknown
Actors: Lena Waithe, Naomi Ackie Lena Waithe Naomi Ackie
IMDB Rating: 8.2
Available in 130 countries",Comedy
4124,netflix_titles.csv,Oh My Venus,"Dumped by her boyfriend of 15 years for gaining weight, a lawyer gets help from a hotshot personal trainer to get in shape and turn her life around.
    
Genre: Comedy, Drama, Romance
Type: tv
Release Year: 2015
Director: Unknown
Actors: So Ji-sub, Shin Min-a, Jung Gyu-woon, Yoo In-young, Sung Hoon So Jisub Shin Mina Jung Gyuwoon Yoo Inyoung Sung Hoon
IMDB Rating: 7.7
Available in 107 countries",Comedy
4125,netflix_titles.csv,Wakfu,"Follow Yogu and his friends Amalia, Evangelyne, Tristepin, Ruel and Az as they try to rescue the world of Wakfu from destruction.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2007
Director: Anthony Roux
Actors: Thomas Guitard, Geneviève Doang, Fanny Bloc, Adeline Chetail, Xavier Fagnon Thomas Guitard Geneviève Doang Fanny Bloc Adeline Chetail Xavier Fagnon
IMDB Rating: 8.1
Available in 125 countries",Action
4126,netflix_titles.csv,Making a Murderer,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.
    
Genre: Crime, Documentary
Type: tv
Release Year: 2015
Director: Unknown
Actors: Kathleen Zellner
IMDB Rating: 8.5
Available in 130 countries",Crime
4127,netflix_titles.csv,Frontier,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.
    
Genre: Adventure, Drama, History
Type: tv
Release Year: 2016
Director: Unknown
Actors: Jason Momoa, Landon Liboiron, Alun Armstrong, Jessica Matten, Zoe Boyle Jason Momoa Landon Liboiron Alun Armstrong Jessica Matten Zoe Boyle
IMDB Rating: 7.1
Available in 127 countries",Adventure
4128,netflix_titles.csv,Alvinnn!!! And the Chipmunks Alvinnn And the Chipmunks,"Everyone's favorite chipmunks -- Alvin, Simon and Theodore -- are back in this computer-animated version of the classic animated series. The brothers are famous rock stars who tour around the world with their best friends, the Chipettes.
    
Genre: Animation, Comedy, Family
Type: tv
Release Year: 2015
Director: Unknown
Actors: Justin Long, Matthew Gray Gubler, Jesse McCartney, Christina Applegate, Anna Faris Justin Long Matthew Gray Gubler Jesse McCartney Christina Applegate Anna Faris
IMDB Rating: 4.6
Available in 90 countries",Animation
4129,netflix_titles.csv,Dr. Storks Dr Storks,"The drama revolves around Kounotori Sakura, an Ob-Gyn doctor working at the Persona General Medical Centre who is also a gifted jazz pianist. His mother had died in childbirth and he was brought up in an orphanage, which is what fueled his ambition to be an ob-gyn. He hopes to be able to deliver every baby to this world, congratulating them on the gift of life given to their little bodies.

(Source: TBS)
    
Genre: Drama
Type: tv
Release Year: 2015
Director: Unknown
Actors: Go Ayano, Mayu Matsuoka, Kentaro Sakaguchi, Nana Seino, Kazuyuki Asano Go Ayano Mayu Matsuoka Kentaro Sakaguchi Nana Seino Kazuyuki Asano
IMDB Rating: 7.4
Available in 117 countries",Drama
4130,netflix_titles.csv,Dawn of the Croods,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures. This 2D animated cartoon is based on the 3D animated feature film, ""The Croods"".
    
Genre: Adventure, Animation, Comedy
Type: tv
Release Year: 2015
Director: Unknown
Actors: Dan Milano, Cree Summer, Stephanie Lemelin, A.J. LoCascio, Laraine Newman Dan Milano Cree Summer Stephanie Lemelin AJ LoCascio Laraine Newman
IMDB Rating: 5.8
Available in 120 countries",Adventure
4131,netflix_titles.csv,Real Rob,"Centers around comedian Rob Schneider's real life while living in Hollywood.
    
Genre: Comedy
Type: tv
Release Year: 2015
Director: Unknown
Actors: Rob Schneider, Patricia Schneider, Jamie Lissow, Max Amini Rob Schneider Patricia Schneider Jamie Lissow Max Amini
IMDB Rating: 6.3
Available in 122 countries",Comedy
4132,netflix_titles.csv,Signal,"Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.
    
Genre: Crime, Drama, Fantasy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Lee Je-hoon, Kim Hye-soo, Cho Jin-woong, Jang Hyun-sung, Jung Hae-kyun Lee Jehoon Kim Hyesoo Cho Jinwoong Jang Hyunsung Jung Haekyun
IMDB Rating: 8.5
Available in 111 countries",Crime
4133,netflix_titles.csv,Descendants of the Sun,"After a chance meeting in a hospital, an ardent soldier falls for a gifted surgeon. Opposing philosophies tear them apart, but fate has other plans.
    
Genre: Action, Comedy, Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Song Hye-kyo, Song Joong-ki, Kim Ji-won, Jin Goo, Onew Song Hyekyo Song Joongki Kim Jiwon Jin Goo Onew
IMDB Rating: 8.2
Available in 78 countries",Action
4134,netflix_titles.csv,Degrassi: Next Class Degrassi Next Class,"Follow a group of high school freshmen, sophomores, juniors, and seniors from Degrassi Community School, a fictional school in Toronto, Ontario, as they encounter some of the typical issues and challenges common to a teenager's life.
    
Genre: Drama, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Eric Osborne, Sara Waisglass, Ricardo Hoyos, Olivia Scriven, Ehren Kassam Eric Osborne Sara Waisglass Ricardo Hoyos Olivia Scriven Ehren Kassam
IMDB Rating: 6.8
Available in 123 countries",Drama
4135,netflix_titles.csv,Rebellion,"A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.
    
Genre: Drama, History, War
Type: tv
Release Year: 2016
Director: Unknown
Actors: Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Barry Ward Charlie Murphy Ruth Bradley Sarah Greene Brian Gleeson Barry Ward
IMDB Rating: 7.1
Available in 123 countries",Drama
4136,netflix_titles.csv,Crashing,"A comedy drama that crashes straight into the lives and loves of six twenty-something adults living together as Property Guardians in a disused hospital.
    
Genre: Comedy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Damien Molony, Phoebe Waller-Bridge, Jonathan Bailey, Louise Ford, Julie Dray Damien Molony Phoebe WallerBridge Jonathan Bailey Louise Ford Julie Dray
IMDB Rating: 7.6
Available in 84 countries",Comedy
4137,netflix_titles.csv,Ajin,"17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2016
Director: Unknown
Actors: Mamoru Miyano, Yoshimasa Hosoya, Aya Suzaki, Daisuke Hirakawa, Hiroyuki Kinoshita Mamoru Miyano Yoshimasa Hosoya Aya Suzaki Daisuke Hirakawa Hiroyuki Kinoshita
IMDB Rating: 7.5
Available in 123 countries",Action
4138,netflix_titles.csv,A Series of Unfortunate Events,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.
    
Genre: Adventure, Comedy, Drama
Type: tv
Release Year: 2017
Director: Unknown
Actors: Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman Neil Patrick Harris Patrick Warburton Malina Weissman Louis Hynes K Todd Freeman
IMDB Rating: 7.7
Available in 127 countries",Adventure
4139,netflix_titles.csv,Flaked,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.
    
Genre: Comedy, Drama, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Will Arnett, David Sullivan, Ruth Kearney, George Basil Will Arnett David Sullivan Ruth Kearney George Basil
IMDB Rating: 7.2
Available in 124 countries",Comedy
4140,netflix_titles.csv,Miraculous: Tales of Ladybug & Cat Noir Miraculous Tales of Ladybug  Cat Noir,"Marinette and Adrien, two Parisian teenagers, are entrusted with powerful jewels in order to transform into superheroes Ladybug and Cat Noir. But neither hero knows the other's true identity — or that they're classmates!
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2015
Director: Unknown
Actors: Annouck Hautbois, Benjamin Bollen, Antoine Tomé, Marie Nonnenmacher, Thierry Kazazian Annouck Hautbois Benjamin Bollen Antoine Tomé Marie Nonnenmacher Thierry Kazazian
IMDB Rating: 7.5
Available in 110 countries",Action
4141,netflix_titles.csv,The Get Down,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.
    
Genre: Drama, Music, Musical
Type: tv
Release Year: 2016
Director: Unknown
Actors: Justice Smith, Shameik Moore, Herizen F. Guardiola, Skylan Brooks, Jaden Smith Justice Smith Shameik Moore Herizen F Guardiola Skylan Brooks Jaden Smith
IMDB Rating: 8.2
Available in 124 countries",Drama
4142,netflix_titles.csv,PJ Masks,"Connor, Greg and Amaya are normal kids by day, but at night they activate their bracelets, which link into their pajamas and give them fantastic super powers, turning them into their alternate identities: The PJ Masks. The team consists of Catboy (Connor), Gekko (Greg) and Owelette (Amaya). Together, they go on adventures, solve mysteries, and learn valuable lessons.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2015
Director: Romuald Racioppo
Actors: Jacob Soley
IMDB Rating: 5.3
Available in 128 countries",Action
4143,netflix_titles.csv,Chelsea Does,"Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.
    
Genre: Documentary, Talk-Show
Type: tv
Release Year: 2016
Director: Unknown
Actors: Chelsea Handler
IMDB Rating: 7.4
Available in 123 countries",Documentary
4144,netflix_titles.csv,Marseille,"The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.
    
Genre: Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Valentine Lescure, Natacha Régnier, Jérôme Cachon, Vladimir Consigny Valentine Lescure Natacha Régnier Jérôme Cachon Vladimir Consigny
IMDB Rating: 6.8
Available in 124 countries",Drama
4145,netflix_titles.csv,The Ranch,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.
    
Genre: Comedy, Drama, Western
Type: tv
Release Year: 2016
Director: Unknown
Actors: Ashton Kutcher, Elisha Cuthbert, Sam Elliott, Debra Winger, Grady Lee Richmond Ashton Kutcher Elisha Cuthbert Sam Elliott Debra Winger Grady Lee Richmond
IMDB Rating: 7.5
Available in 131 countries",Comedy
4146,netflix_titles.csv,The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.
    
Genre: Biography, Drama, History
Type: tv
Release Year: 2016
Director: Unknown
Actors: Imelda Staunton, Jonathan Pryce, Lesley Manville, Dominic West, Claudia Harrison Imelda Staunton Jonathan Pryce Lesley Manville Dominic West Claudia Harrison
IMDB Rating: 8.6
Available in 131 countries",Biography
4147,netflix_titles.csv,Cooked,"Explored through the lenses of the four natural elements – fire, water, air and earth – COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.
    
Genre: Documentary
Type: tv
Release Year: 2016
Director: Unknown
Actors: Michael Pollan
IMDB Rating: 8.0
Available in 124 countries",Documentary
4148,netflix_titles.csv,Kördügüm,"Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.
    
Genre: Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Ege Aydan, Rojda Demirer, Ferit Aktuğ, Ali Tutal, İbrahim Çelikkol Ege Aydan Rojda Demirer Ferit Aktuğ Ali Tutal İbrahim Çelikkol
IMDB Rating: 6.6
Available in 125 countries",Drama
4149,netflix_titles.csv,Underwear,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company — and quickly discovers she'll need help to survive.
    
Genre: Comedy, Drama
Type: tv
Release Year: 2015
Director: Unknown
Actors: Mirei Kiritani, Mao Daichi, Mayuko Kawakita, Ken Kaito, Wakana Sakai Mirei Kiritani Mao Daichi Mayuko Kawakita Ken Kaito Wakana Sakai
IMDB Rating: 7.2
Available in 120 countries",Comedy
4150,netflix_titles.csv,Good Morning Call,"A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.
    
Genre: Comedy, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Haruka Fukuhara, Shunya Shiraishi, Dori Sakurada, Yosuke Sugino, Moe Arai Haruka Fukuhara Shunya Shiraishi Dori Sakurada Yosuke Sugino Moe Arai
IMDB Rating: 7.4
Available in 125 countries",Comedy
4151,netflix_titles.csv,Marriage Contract,"A poor, widowed woman desperate to support her 7-year-old daughter and a wealthy business executive with a sick mother enter into a contract marriage.
    
Genre: Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Lee Seo-jin, Uie, Kim Yong-geon, Park Jung-soo, Lee Hwi-hyang Lee Seojin Uie Kim Yonggeon Park Jungsoo Lee Hwihyang
IMDB Rating: 7.5
Available in 76 countries",Drama
4152,netflix_titles.csv,Slasher,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.
    
Genre: Crime, Drama, Horror
Type: tv
Release Year: 2016
Director: Unknown
Actors: Eric McCormack, Gabriel Darku, Thom Allison, Clare McConnell, Paula Brancati Eric McCormack Gabriel Darku Thom Allison Clare McConnell Paula Brancati
IMDB Rating: 6.7
Available in 127 countries",Crime
4153,netflix_titles.csv,Van Helsing,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.
    
Genre: Action, Drama, Fantasy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Kelly Overton, Rukiya Bernard, Aleks Paunovic Kelly Overton Rukiya Bernard Aleks Paunovic
IMDB Rating: 6.3
Available in 127 countries",Action
4154,netflix_titles.csv,Girlboss,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.
    
Genre: Comedy
Type: tv
Release Year: 2017
Director: Unknown
Actors: Britt Robertson, Alphonso McAuley, Ellie Reed, Johnny Simmons, Dean Norris Britt Robertson Alphonso McAuley Ellie Reed Johnny Simmons Dean Norris
IMDB Rating: 7.0
Available in 124 countries",Comedy
4155,netflix_titles.csv,The Cuba Libre Story,"Recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.
    
Genre: Documentary, History
Type: tv
Release Year: 2015
Director: Unknown
Actors: Ken Eaken
IMDB Rating: 7.6
Available in 123 countries",Documentary
4156,netflix_titles.csv,Kabaneri of the Iron Fortress,"In the midst of an industrial revolution, the people of Hinomoto fight hordes of undead creatures, known as Kabane, using powerful armored trains.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2016
Director: Unknown
Actors: Sayaka Senbongi, Tasuku Hatanaka, Yuki Kaji, Toshiki Masuda, Maaya Uchida Sayaka Senbongi Tasuku Hatanaka Yuki Kaji Toshiki Masuda Maaya Uchida
IMDB Rating: 7.2
Available in 127 countries",Action
4157,netflix_titles.csv,You Me Her,"An unusual, real-world romance involving relatable people, with one catch - there are three of them! You Me Her infuses the sensibilities of a smart, grounded indie rom-com with a distinctive twist: one of the two parties just happens to be a suburban married couple.
    
Genre: Comedy, Drama, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Greg Poehler, Rachel Blanchard, Priscilla Faia, Ennis Esmer, Jennifer Spence Greg Poehler Rachel Blanchard Priscilla Faia Ennis Esmer Jennifer Spence
IMDB Rating: 7.0
Available in 127 countries",Comedy
4158,netflix_titles.csv,Marcella,"Marcella is shocked to the core of her being when her husband Jason leaves her unexpectedly, confessing he no longer loves her. Heartbroken, Marcella returns to the Met’s Murder Squad. Ten years ago Marcella gave up her fast-tracked police career to marry and devote her life to her family. With the abrupt end to her marriage and isolated from her 13 year old daughter and 10 year old son, Marcella throws herself into work to stop herself from falling apart.
    
Genre: Crime, Drama, Mystery
Type: tv
Release Year: 2016
Director: Nicola Larder
Actors: Anna Friel, Nicholas Pinnock, Ray Panthaki, Sinéad Cusack, Amanda Burton Anna Friel Nicholas Pinnock Ray Panthaki Sinéad Cusack Amanda Burton
IMDB Rating: 7.3
Available in 127 countries",Crime
4159,netflix_titles.csv,Kuromukuro,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.
    
Genre: Action, Animation, Sci-Fi
Type: tv
Release Year: 2016
Director: Unknown
Actors: Mao Ichimichi, Yohei Azakami, Reina Ueda, Asami Seto, Aki Toyosaki Mao Ichimichi Yohei Azakami Reina Ueda Asami Seto Aki Toyosaki
IMDB Rating: 7.2
Available in 124 countries",Action
4160,netflix_titles.csv,Kong: King of the Apes Kong King of the Apes,"Set in 2050, Kong becomes a wanted fugitive after wrecking havoc at Alcatraz Island’s Natural History and Marine Preserve. What most humans on the hunt for the formidable animal don’t realize, though, is that Kong was framed by an evil genius who plans to terrorize the world with an army of enormous robotic dinosaurs. As the only beast strong enough to save humanity from the mechanical dinos, Kong must rely on the help of three kids who know the truth about him.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2016
Director: Unknown
Actors: Shannon Chan-Kent, Lee Tockar, Kathleen Barr, Alessandro Juliani, Sam Vincent Shannon ChanKent Lee Tockar Kathleen Barr Alessandro Juliani Sam Vincent
IMDB Rating: 5.7
Available in 124 countries",Action
4161,netflix_titles.csv,Love in the Moonlight,"A young Joseon woman who's lived her whole life as a man ends up as a eunuch in the royal palace, where she begins to bond with the crown prince.
    
Genre: Comedy, Drama, History
Type: tv
Release Year: 2016
Director: Unknown
Actors: Park Bo-gum, Kim You-jung, Jung Jin-young, Chae Soo-bin, Kwak Dong-yeon Park Bogum Kim Youjung Jung Jinyoung Chae Soobin Kwak Dongyeon
IMDB Rating: 7.8
Available in 107 countries",Comedy
4162,netflix_titles.csv,Uncontrollably Fond,"The memory of their painful breakup still fresh in their minds, two former lovers reunite years later as a top actor and a documentary producer.
    
Genre: Comedy, Drama, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Kim Woo-bin, Bae Suzy, Lim Ju-hwan, Im Joo-eun, Jin Kyung Kim Woobin Bae Suzy Lim Juhwan Im Jooeun Jin Kyung
IMDB Rating: 7.8
Available in 76 countries",Comedy
4163,netflix_titles.csv,Lady Dynamite,"A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.
    
Genre: Comedy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Maria Bamford, Fred Melamed, Mary Kay Place, Ana Gasteyer, Mo Collins Maria Bamford Fred Melamed Mary Kay Place Ana Gasteyer Mo Collins
IMDB Rating: 7.4
Available in 124 countries",Comedy
4164,netflix_titles.csv,Doctors,"A recalcitrant, delinquent teen girl meets a compassionate teacher, who inspires her to alter her path and become a street-savvy neurosurgeon.
    
Genre: Comedy, Drama, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Kim Rae-won, Park Shin-hye, Yoon Kyun-sang, Lee Sung-kyoung, Kim Min-seok Kim Raewon Park Shinhye Yoon Kyunsang Lee Sungkyoung Kim Minseok
IMDB Rating: 7.6
Available in 107 countries",Comedy
4165,netflix_titles.csv,W,"After being pulled into the webtoon world created by her father, a surgical resident gets entangled in a murder mystery involving the story's hero.
    
Genre: Action, Comedy, Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Lee Jong-suk, Han Hyo-joo, Jung Yoo-jin, Lee Tae-hwan, Lee Si-eon Lee Jongsuk Han Hyojoo Jung Yoojin Lee Taehwan Lee Sieon
IMDB Rating: 8.0
Available in 78 countries",Action
4166,netflix_titles.csv,Secret City,"Beneath the placid facade of Canberra, amidst rising tension between China and America, senior political journalist Harriet Dunkley uncovers a secret city of interlocked conspiracies, putting innocent lives in danger including her own.
    
Genre: Mystery, Thriller
Type: tv
Release Year: 2016
Director: Unknown
Actors: Anna Torv, Andrew McFarlane, Benedict Hardie, Robert Rabiah, Don Hany Anna Torv Andrew McFarlane Benedict Hardie Robert Rabiah Don Hany
IMDB Rating: 7.4
Available in 127 countries",Mystery
4167,netflix_titles.csv,Beautiful Gong Shim,"Needing funds to study art abroad, Gong Shim rents out her rooftop room to a pro bono lawyer, who begins shaking up her otherwise dispiriting life.
    
Genre: Comedy, Crime, Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Namkoong Min, Bang Min-ah, On Ju-wan, Seo Hyo-rim, Oh Hyun-kyung Namkoong Min Bang Minah On Juwan Seo Hyorim Oh Hyunkyung
IMDB Rating: 7.4
Available in 105 countries",Comedy
4168,netflix_titles.csv,The Windsors,"Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.
    
Genre: Comedy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Harry Enfield, Haydn Gwynne, Hugh Skinner, Morgana Robinson, Katy Wix Harry Enfield Haydn Gwynne Hugh Skinner Morgana Robinson Katy Wix
IMDB Rating: 7.2
Available in 122 countries",Comedy
4169,netflix_titles.csv,Voltron: Legendary Defender Voltron Legendary Defender,"Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2016
Director: Unknown
Actors: Jeremy Shada, Tyler Labine, Bex Taylor-Klaus, Steven Yeun, Rhys Darby Jeremy Shada Tyler Labine Bex TaylorKlaus Steven Yeun Rhys Darby
IMDB Rating: 8.0
Available in 68 countries",Action
4170,netflix_titles.csv,Don't Dare to Dream Dont Dare to Dream,"A weather girl reunites with her old crush, a haughty reporter at her TV station. But this time, she has her eyes on someone else -- his best friend.
    
Genre: Comedy, Romance
Type: tv
Release Year: 2016
Director: Unknown
Actors: Gong Hyo-jin, Cho Jung-seok, Go Kyung-pyo, Lee Mi-sook, Lee Sung-jae Gong Hyojin Cho Jungseok Go Kyungpyo Lee Misook Lee Sungjae
IMDB Rating: 7.7
Available in 106 countries",Comedy
4171,netflix_titles.csv,The Good Place,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.
    
Genre: Comedy, Drama, Fantasy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, Manny Jacinto Kristen Bell Ted Danson William Jackson Harper Jameela Jamil Manny Jacinto
IMDB Rating: 8.2
Available in 124 countries",Comedy
4172,netflix_titles.csv,Terrace House,"A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.
    
Genre: Drama, Reality-TV
Type: tv
Release Year: 2015
Director: Unknown
Actors: YOU, Reina Triendl, Yoshimi Tokui, Ryota Yamasato, Azusa Babazono YOU Reina Triendl Yoshimi Tokui Ryota Yamasato Azusa Babazono
IMDB Rating: 8.1
Available in 124 countries",Drama
4173,netflix_titles.csv,Hibana,"Tokunaga, a comedian who is down on his luck, has a shock encounter with Kamiya, an older comedian when he visits a fireworks event in Atami on a job. Tokunaga is deeply touched by Kamiya and asks if he can become his apprentice. Kamiya is a genius type of comedian who is full of human kindness. He accepts Tokunaga’s proposition on the condition that he will write his biography.
    
Genre: Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Kento Hayashi, Kazuki Namioka, Masao Yoshii, Mugi Kadowaki, Shota Sometani Kento Hayashi Kazuki Namioka Masao Yoshii Mugi Kadowaki Shota Sometani
IMDB Rating: 7.7
Available in 119 countries",Drama
4174,netflix_titles.csv,Queen of the South,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.
    
Genre: Action, Crime, Drama
Type: tv
Release Year: 2016
Director: Unknown
Actors: Alice Braga, Hemky Madera, Peter Gadiot, Jamie Hector, Ryan O'Nan Alice Braga Hemky Madera Peter Gadiot Jamie Hector Ryan ONan
IMDB Rating: 8.0
Available in 126 countries",Action
4175,netflix_titles.csv,Stranger Things,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.
    
Genre: Drama, Fantasy, Horror
Type: tv
Release Year: 2016
Director: Unknown
Actors: Millie Bobby Brown, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Sadie Sink Millie Bobby Brown Finn Wolfhard Gaten Matarazzo Caleb McLaughlin Sadie Sink
IMDB Rating: 8.7
Available in 130 countries",Drama
4176,netflix_titles.csv,LoliRock,"Iris’s earthling life is turned upside down when she learns that she’s actually an alien princess! When girl band LoliRock holds an audition for a third member, Iris tries out… and is suddenly surrounded by a dazzling light. Talia and Auriana have found their fellow princess, heir to the throne of Ephedia.

Years ago, when this distant crystal planet fell under the spell of the evil Gramorr, the infant Iris was sent to earth for safekeeping. But now, the people of Ephedia need freeing.

It’s a quest for which Iris is needed, and one that is done under the guise of being a pop band! It’s a battle against alien agents and crystal monsters… while appealing to crowds of adoring fans!

In the powerful second series, they are joined by two new princesses, Carissa and Lyna in their mission.
    
Genre: Action, Adventure, Animation
Type: tv
Release Year: 2014
Director: Unknown
Actors: Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain Kazumi Evans Kelly Sheridan Vincent Tong Ashleigh Ball Tabitha St Germain
IMDB Rating: 7.5
Available in 42 countries",Action
4177,netflix_titles.csv,13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.
    
Genre: Drama, Mystery, Thriller
Type: tv
Release Year: 2017
Director: Unknown
Actors: Dylan Minnette, Grace Saif, Christian Navarro, Alisha Boe, Brandon Flynn Dylan Minnette Grace Saif Christian Navarro Alisha Boe Brandon Flynn
IMDB Rating: 7.5
Available in 130 countries",Drama
4178,netflix_titles.csv,Paquita Salas,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.
    
Genre: Comedy
Type: tv
Release Year: 2016
Director: Unknown
Actors: Brays Efe, Belén Cuesta, Lidia San José, Yolanda Ramos, Anna Castillo Brays Efe Belén Cuesta Lidia San José Yolanda Ramos Anna Castillo
IMDB Rating: 8.0
Available in 123 countries",Comedy
